num_topics,perplexity,coherence,combined_score
2,-7.018831949092873,0.5776399914202612,0.010055052783450869
3,-7.015261410312568,0.5390961076380033,-0.2182978803167086
4,-7.046019082173715,0.5610803421140163,-0.007170363919471456
5,-7.1169861509670405,0.48069513581988066,-0.26259003621926275
6,-7.158968838122785,0.48855530775927875,-0.09984488205865794
7,-7.1781181095173325,0.4514161352579505,-0.25626043554376277
8,-7.2006086773364855,0.4010744483818309,-0.4780405233312251
9,-7.2746284824093905,0.4281649291503785,-0.11616196993883024
10,-7.370360369731472,0.4092891310232411,0.04652483434790142
